USERID;NAME;SURNAME;EMAIL;GENDER;RACE;AGE;PROVINCE;SOCIAL_MEDIA_HANDLE;CHANNEL2;RECORDDATE2;TIME;DURATION_2
2369759;Cody;Pool;Cody125@mailxyz.com;male;indian_asian;30;Limpopo;@Cody12;Supersport Live Events;2016/01/21;14:57:00.000;00:10:32.000
2369759;Cody;Pool;Cody125@mailxyz.com;male;indian_asian;30;Limpopo;@Cody12;ICC Cricket World Cup 2011;2016/03/23;10:36:00.000;00:01:14.000
2369761;Abel;Lavoie;Abel183@mail.com;male;black;39;Gauteng;@Abel18;Africa Magic;2016/02/18;21:11:00.000;00:00:47.000
2369761;Abel;Lavoie;Abel183@mail.com;male;black;39;Gauteng;@Abel18;Supersport Live Events;2016/02/05;20:58:00.000;00:01:28.000
2369761;Abel;Lavoie;Abel183@mail.com;male;black;39;Gauteng;@Abel18;Africa Magic;2016/02/21;02:08:00.000;00:00:24.000
2369761;Abel;Lavoie;Abel183@mail.com;male;black;39;Gauteng;@Abel18;Channel O;2016/03/10;04:03:00.000;00:25:51.000
927246;Claud;Zweifel;Claud345@mailxyz.com;male;indian_asian;29;Gauteng;@Claud34;ICC Cricket World Cup 2011;2016/03/30;10:36:00.000;00:09:54.000
927246;Claud;Zweifel;Claud345@mailxyz.com;male;indian_asian;29;Gauteng;@Claud34;SuperSport Blitz;2016/03/29;22:11:00.000;00:00:28.000
2000272;Robby;Singer;Robby165@mailxyz.com;male;coloured;37;Western Cape;@Robby16;Trace TV;2016/02/21;22:18:00.000;00:22:36.000
2000272;Robby;Singer;Robby165@mailxyz.com;male;coloured;37;Western Cape;@Robby16;Channel O;2016/02/04;12:35:00.000;00:04:39.000
2000272;Robby;Singer;Robby165@mailxyz.com;male;coloured;37;Western Cape;@Robby16;SuperSport Blitz;2016/01/27;05:37:00.000;00:00:26.000
2000272;Robby;Singer;Robby165@mailxyz.com;male;coloured;37;Western Cape;@Robby16;SuperSport Blitz;2016/01/23;18:23:00.000;00:00:46.000
2000272;Robby;Singer;Robby165@mailxyz.com;male;coloured;37;Western Cape;@Robby16;SuperSport Blitz;2016/01/30;07:55:00.000;00:58:22.000
2000272;Robby;Singer;Robby165@mailxyz.com;male;coloured;37;Western Cape;@Robby16;SuperSport Blitz;2016/01/05;08:43:00.000;00:10:04.000
2000272;Robby;Singer;Robby165@mailxyz.com;male;coloured;37;Western Cape;@Robby16;Channel O;2016/01/28;05:49:00.000;00:01:06.000
2000272;Robby;Singer;Robby165@mailxyz.com;male;coloured;37;Western Cape;@Robby16;Trace TV;2016/01/31;05:40:00.000;00:45:33.000
2000272;Robby;Singer;Robby165@mailxyz.com;male;coloured;37;Western Cape;@Robby16;Supersport Live Events;2016/01/08;18:19:00.000;00:07:46.000
867498;Art;Arrieta;Art404@abcmail.com;male;white;26;Gauteng;@Art40;Cartoon Network;2016/03/10;16:40:00.000;00:00:37.000
820011;None;None;Sharri381@yahoo.com;None;None;0;None;None;Cartoon Network;2016/03/10;04:26:00.000;00:05:58.000
940516;Hollis;Holt;Hollis385@mailxyz.com;male;coloured;42;Kwazulu Natal;@Hollis38;ICC Cricket World Cup 2011;2016/03/23;10:00:00.000;00:00:22.000
893279;Chas;Curran;Chas353@mail.com;male;coloured;41;Gauteng;@Chas35;Africa Magic;2016/03/22;15:59:00.000;00:10:37.000
893279;Chas;Curran;Chas353@mail.com;male;coloured;41;Gauteng;@Chas35;Africa Magic;2016/03/25;05:52:00.000;00:31:59.000
893279;Chas;Curran;Chas353@mail.com;male;coloured;41;Gauteng;@Chas35;CNN;2016/03/26;08:03:00.000;00:04:53.000
893279;Chas;Curran;Chas353@mail.com;male;coloured;41;Gauteng;@Chas35;Africa Magic;2016/03/26;07:25:00.000;00:00:38.000
809776;Bret;Condie;Bret315@mailxyz.com;male;black;27;Gauteng;@Bret31;Supersport Live Events;2016/02/19;15:41:00.000;00:05:18.000
809776;Bret;Condie;Bret315@mailxyz.com;male;black;27;Gauteng;@Bret31;Supersport Live Events;2016/02/20;17:51:00.000;00:01:40.000
809776;Bret;Condie;Bret315@mailxyz.com;male;black;27;Gauteng;@Bret31;Channel O;2016/02/02;21:53:00.000;00:10:30.000
809776;Bret;Condie;Bret315@mailxyz.com;male;black;27;Gauteng;@Bret31;Supersport Live Events;2016/02/16;19:30:00.000;00:03:08.000
809776;Bret;Condie;Bret315@mailxyz.com;male;black;27;Gauteng;@Bret31;CNN;2016/02/04;07:35:00.000;00:00:35.000
809776;Bret;Condie;Bret315@mailxyz.com;male;black;27;Gauteng;@Bret31;Channel O;2016/02/18;13:48:00.000;00:00:33.000
809776;Bret;Condie;Bret315@mailxyz.com;male;black;27;Gauteng;@Bret31;Channel O;2016/02/06;13:23:00.000;00:20:06.000
809776;Bret;Condie;Bret315@mailxyz.com;male;black;27;Gauteng;@Bret31;Supersport Live Events;2016/02/06;19:19:00.000;00:32:32.000
772584;Efren;Woolard;Efren134@abcmail.com;male;black;24;Gauteng;@Efren13;CNN;2016/02/05;10:04:00.000;00:01:18.000
2158646;Romeo;Deblois;Romeo371@yahoo.com;male;black;33;Gauteng;@Romeo37;SuperSport Live Events;2016/02/13;19:06:00.000;00:00:00.000
794226;Dion;Holt;Dion335@mailxyz.com;male;coloured;28;Western Cape;@Dion33;M-Net;2016/02/13;00:22:00.000;00:03:18.000
794226;Dion;Holt;Dion335@mailxyz.com;male;coloured;28;Western Cape;@Dion33;Trace TV;2016/02/14;23:25:00.000;00:00:00.000
794226;Dion;Holt;Dion335@mailxyz.com;male;coloured;28;Western Cape;@Dion33;E! Entertainment;2016/02/16;12:23:00.000;00:08:04.000
794226;Dion;Holt;Dion335@mailxyz.com;male;coloured;28;Western Cape;@Dion33;Channel O;2016/02/18;07:24:00.000;00:20:33.000
809780;Randy;Roquemore;Randy394@abcmail.com;male;coloured;32;Western Cape;@Randy39;SuperSport Blitz;2016/02/21;13:18:00.000;00:13:58.000
809780;Randy;Roquemore;Randy394@abcmail.com;male;coloured;32;Western Cape;@Randy39;E! Entertainment;2016/01/21;09:49:00.000;00:01:42.000
809780;Randy;Roquemore;Randy394@abcmail.com;male;coloured;32;Western Cape;@Randy39;Supersport Live Events;2016/01/30;15:41:00.000;00:01:42.000
809780;Randy;Roquemore;Randy394@abcmail.com;male;coloured;32;Western Cape;@Randy39;Trace TV;2016/01/21;18:19:00.000;00:05:15.000
809780;Randy;Roquemore;Randy394@abcmail.com;male;coloured;32;Western Cape;@Randy39;kykNET;2016/01/20;15:53:00.000;00:06:30.000
809780;Randy;Roquemore;Randy394@abcmail.com;male;coloured;32;Western Cape;@Randy39;CNN;2016/01/25;14:27:00.000;00:08:32.000
809780;Randy;Roquemore;Randy394@abcmail.com;male;coloured;32;Western Cape;@Randy39;CNN;2016/01/23;06:48:00.000;00:02:58.000
809780;Randy;Roquemore;Randy394@abcmail.com;male;coloured;32;Western Cape;@Randy39;Supersport Live Events;2016/02/18;09:19:00.000;00:09:38.000
80147;None;None;Cordie474@abcmail.com;None;None;0;None;None;Supersport Live Events;2016/03/26;12:14:00.000;00:00:30.000
772587;Abel;Tancredi;Abel181@yahoo.com;male;black;22;Mpumalanga;@Abel18;SuperSport Blitz;2016/02/02;12:27:00.000;00:00:00.000
772587;Abel;Tancredi;Abel181@yahoo.com;male;black;22;Mpumalanga;@Abel18;Supersport Live Events;2016/02/02;21:05:00.000;01:02:48.000
772587;Abel;Tancredi;Abel181@yahoo.com;male;black;22;Mpumalanga;@Abel18;Supersport Live Events;2016/01/19;16:04:00.000;00:01:18.000
772587;Abel;Tancredi;Abel181@yahoo.com;male;black;22;Mpumalanga;@Abel18;SuperSport Blitz;2016/01/27;05:58:00.000;00:00:00.000
772587;Abel;Tancredi;Abel181@yahoo.com;male;black;22;Mpumalanga;@Abel18;Channel O;2016/01/19;12:16:00.000;00:02:03.000
772587;Abel;Tancredi;Abel181@yahoo.com;male;black;22;Mpumalanga;@Abel18;Trace TV;2016/03/23;19:07:00.000;00:33:57.000
772587;Abel;Tancredi;Abel181@yahoo.com;male;black;22;Mpumalanga;@Abel18;Trace TV;2016/02/06;18:11:00.000;00:57:54.000
772587;Abel;Tancredi;Abel181@yahoo.com;male;black;22;Mpumalanga;@Abel18;Trace TV;2016/03/03;09:25:00.000;00:18:30.000
772587;Abel;Tancredi;Abel181@yahoo.com;male;black;22;Mpumalanga;@Abel18;SuperSport Blitz;2016/03/28;11:05:00.000;00:05:30.000
927257;Abel;Curran;Abel183@mail.com;male;indian_asian;27;Gauteng;@Abel18;ICC Cricket World Cup 2011;2016/03/30;09:36:00.000;00:05:26.000
819763;None;None;Irmgard445@mailxyz.com;None;None;0;None;None;E! Entertainment;2016/03/30;10:28:00.000;00:06:38.000
809781;Cory;Holt;Cory105@mailxyz.com;male;coloured;29;Western Cape;@Cory10;ICC Cricket World Cup 2011;2016/02/24;15:27:00.000;00:03:54.000
336966;Alissa;Woolard;Alissa22@gmail.com;female;black;31;Western Cape;@Alissa2;Trace TV;2016/01/22;17:40:00.000;00:00:00.000
844125;Alecia;Roquemore;Alecia425@mailxyz.com;female;white;27;Gauteng;@Alecia42;Cartoon Network;2016/03/06;21:16:00.000;00:00:20.000
821350;Katharina;Condie;Katharina133@mail.com;female;black;26;Kwazulu Natal;@Katharina13;Cartoon Network;2016/02/25;12:27:00.000;00:01:25.000
821351;Samuel;Leicht;Samuel263@mail.com;male;coloured;27;Western Cape;@Samuel26;Trace TV;2016/02/21;08:43:00.000;00:13:54.000
821351;Samuel;Leicht;Samuel263@mail.com;male;coloured;27;Western Cape;@Samuel26;ICC Cricket World Cup 2011;2016/03/12;13:14:00.000;00:02:44.000
940522;Stephen;Tancredi;Stephen155@mailxyz.com;male;black;29;Gauteng;@Stephen15;SawSee;2016/03/14;22:44:00.000;00:02:17.000
867034;Haywood;Slane;Haywood94@abcmail.com;male;None;26;Gauteng;@Haywood9;CNN;2016/03/06;19:31:00.000;00:01:08.000
821354;Claud;Mccown;Claud343@mail.com;male;coloured;29;Kwazulu Natal;@Claud34;Supersport Live Events;2016/01/24;22:04:00.000;00:01:04.000
799085;Kyle;Sytsma;Kyle62@gmail.com;male;white;22;Gauteng;@Kyle6;Boomerang;2016/02/17;08:09:00.000;00:00:00.000
2015326;Loyd;Borelli;Loyd495@mailxyz.com;male;black;29;Kwazulu Natal;@Loyd49;CNN;2016/01/05;08:59:00.000;00:01:23.000
2015326;Loyd;Borelli;Loyd495@mailxyz.com;male;black;29;Kwazulu Natal;@Loyd49;Channel O;2016/01/23;12:12:00.000;00:12:12.000
2015326;Loyd;Borelli;Loyd495@mailxyz.com;male;black;29;Kwazulu Natal;@Loyd49;Channel O;2016/01/25;12:20:00.000;00:22:48.000
2015326;Loyd;Borelli;Loyd495@mailxyz.com;male;black;29;Kwazulu Natal;@Loyd49;Channel O;2016/01/01;09:13:00.000;00:05:30.000
2015326;Loyd;Borelli;Loyd495@mailxyz.com;male;black;29;Kwazulu Natal;@Loyd49;E! Entertainment;2016/01/20;12:14:00.000;00:01:28.000
809786;Dee;Restivo;Dee215@mailxyz.com;male;None;33;Mpumalanga;@Dee21;SuperSport Blitz;2016/01/14;19:50:00.000;00:00:52.000
832609;Samuel;Holt;Samuel261@yahoo.com;male;black;22;Mpumalanga;@Samuel26;Trace TV;2016/03/04;19:51:00.000;00:20:27.000
832609;Samuel;Holt;Samuel261@yahoo.com;male;black;22;Mpumalanga;@Samuel26;Trace TV;2016/03/04;17:32:00.000;00:16:12.000
893287;Romeo;Deblois;Romeo375@mailxyz.com;male;black;36;Limpopo;@Romeo37;Africa Magic;2016/03/27;19:23:00.000;00:00:32.000
780070;Brendan;Reisinger;Brendan451@yahoo.com;male;white;28;Gauteng;@Brendan45;Boomerang;2016/02/07;12:46:00.000;00:01:21.000
818125;Stacy;Langenfeld;Stacy274@abcmail.com;male;black;25;Gauteng;@Stacy27;Vuzu;2016/02/24;05:45:00.000;00:00:24.000
804327;Donald;Mosser;Donald222@gmail.com;male;indian_asian;43;Limpopo;@Donald22;ICC Cricket World Cup 2011;2016/03/20;15:38:00.000;00:00:08.000
809787;Shandra;Mccollum;Shandra325@mailxyz.com;female;black;34;Kwazulu Natal;@Shandra32;Africa Magic;2016/02/09;15:38:00.000;00:30:44.000
786800;Claud;Sytsma;Claud344@abcmail.com;male;black;23;Mpumalanga;@Claud34;Cartoon Network;2016/01/23;16:15:00.000;00:00:02.000
2369790;Yong;Curran;Yong484@abcmail.com;male;indian_asian;26;Mpumalanga;@Yong48;ICC Cricket World Cup 2011;2016/02/19;16:57:00.000;04:03:26.000
2369790;Yong;Curran;Yong484@abcmail.com;male;indian_asian;26;Mpumalanga;@Yong48;Cartoon Network;2016/02/12;15:01:00.000;00:00:32.000
2369790;Yong;Curran;Yong484@abcmail.com;male;indian_asian;26;Mpumalanga;@Yong48;ICC Cricket World Cup 2011;2016/03/29;16:28:00.000;00:00:06.000
2369790;Yong;Curran;Yong484@abcmail.com;male;indian_asian;26;Mpumalanga;@Yong48;Africa Magic;2016/02/13;18:51:00.000;00:01:30.000
549789;Dion;Zweifel;Dion334@abcmail.com;male;black;25;Gauteng;@Dion33;Channel O;2016/01/22;16:32:00.000;00:10:03.000
805818;None;None;Rebekah501@yahoo.com;None;None;0;None;None;Cartoon Network;2016/03/05;20:30:00.000;00:02:11.000
809790;Irving;Bilyeu;Irving52@gmail.com;male;black;40;Limpopo;@Irving5;Africa Magic;2016/01/20;14:50:00.000;00:10:56.000
809790;Irving;Bilyeu;Irving52@gmail.com;male;black;40;Limpopo;@Irving5;CNN;2016/01/21;23:25:00.000;00:05:51.000
809790;Irving;Bilyeu;Irving52@gmail.com;male;black;40;Limpopo;@Irving5;Africa Magic;2016/01/19;12:18:00.000;00:05:50.000
809790;Irving;Bilyeu;Irving52@gmail.com;male;black;40;Limpopo;@Irving5;SuperSport Blitz;2016/01/19;02:06:00.000;00:02:14.000
809790;Irving;Bilyeu;Irving52@gmail.com;male;black;40;Limpopo;@Irving5;Africa Magic;2016/02/09;04:10:00.000;00:04:34.000
821362;Brendan;Slane;Brendan453@mail.com;male;white;40;Eastern Cape;@Brendan45;Cartoon Network;2016/01/05;17:09:00.000;00:06:53.000
821362;Brendan;Slane;Brendan453@mail.com;male;white;40;Eastern Cape;@Brendan45;Supersport Live Events;2016/01/23;11:29:00.000;01:00:32.000
1107686;Hyman;Jacox;Hyman81@yahoo.com;male;white;30;Free State;@Hyman8;Cartoon Network;2016/03/05;17:04:00.000;00:01:26.000
603558;Markus;Crotty;Markus193@mail.com;male;black;50;Gauteng;@Markus19;Supersport Live Events;2016/01/08;19:46:00.000;00:02:06.000
2421592;Minerva;Marek;Minerva235@mailxyz.com;female;indian_asian;30;Gauteng;@Minerva23;ICC Cricket World Cup 2011;2016/02/24;12:38:00.000;00:04:20.000
867044;Haywood;Pascarella;Haywood93@mail.com;male;white;36;Gauteng;@Haywood9;SuperSport Blitz;2016/03/04;15:10:00.000;00:07:22.000
867044;Haywood;Pascarella;Haywood93@mail.com;male;white;36;Gauteng;@Haywood9;ICC Cricket World Cup 2011;2016/03/04;08:27:00.000;00:03:58.000
867044;Haywood;Pascarella;Haywood93@mail.com;male;white;36;Gauteng;@Haywood9;Supersport Live Events;2016/03/04;09:20:00.000;00:05:58.000
867044;Haywood;Pascarella;Haywood93@mail.com;male;white;36;Gauteng;@Haywood9;ICC Cricket World Cup 2011;2016/03/29;16:22:00.000;00:04:42.000
867044;Haywood;Pascarella;Haywood93@mail.com;male;white;36;Gauteng;@Haywood9;ICC Cricket World Cup 2011;2016/03/29;17:04:00.000;00:01:16.000
2000285;Markus;Slane;Markus195@mailxyz.com;male;white;30;Gauteng;@Markus19;Supersport Live Events;2016/03/03;16:57:00.000;00:02:22.000
2000285;Markus;Slane;Markus195@mailxyz.com;male;white;30;Gauteng;@Markus19;ICC Cricket World Cup 2011;2016/03/04;08:56:00.000;00:02:12.000
819771;Jacinto;Mastrangelo;Jacinto253@mail.com;male;black;37;Gauteng;@Jacinto25;E! Entertainment;2016/02/27;07:30:00.000;00:03:22.000
789474;Art;Martello;Art401@yahoo.com;male;None;48;Eastern Cape;@Art40;SuperSport Blitz;2016/01/23;06:49:00.000;00:33:38.000
794238;Loyd;Nicholls;Loyd493@mail.com;male;white;24;Mpumalanga;@Loyd49;SuperSport Blitz;2016/03/13;20:57:00.000;00:01:30.000
794238;Loyd;Nicholls;Loyd493@mail.com;male;white;24;Mpumalanga;@Loyd49;Trace TV;2016/03/14;14:27:00.000;00:09:03.000
794238;Loyd;Nicholls;Loyd493@mail.com;male;white;24;Mpumalanga;@Loyd49;E! Entertainment;2016/03/14;18:23:00.000;00:20:32.000
457259;None;None;Malika264@abcmail.com;None;None;0;None;None;Channel O;2016/01/12;10:11:00.000;00:28:48.000
930928;Cory;Mccollum;Cory104@abcmail.com;male;indian_asian;24;Gauteng;@Cory10;CNN;2016/03/30;00:58:00.000;00:04:58.000
930928;Cory;Mccollum;Cory104@abcmail.com;male;indian_asian;24;Gauteng;@Cory10;ICC Cricket World Cup 2011;2016/03/30;10:41:00.000;00:00:00.000
832622;Robby;Marek;Robby163@mail.com;male;None;22;Eastern Cape;@Robby16;Cartoon Network;2016/02/28;13:17:00.000;00:03:57.000
832622;Robby;Marek;Robby163@mail.com;male;None;22;Eastern Cape;@Robby16;Trace TV;2016/02/28;19:41:00.000;00:02:39.000
832622;Robby;Marek;Robby163@mail.com;male;None;22;Eastern Cape;@Robby16;Channel O;2016/02/28;15:32:00.000;00:00:42.000
832622;Robby;Marek;Robby163@mail.com;male;None;22;Eastern Cape;@Robby16;Boomerang;2016/02/28;21:53:00.000;00:03:39.000
832622;Robby;Marek;Robby163@mail.com;male;None;22;Eastern Cape;@Robby16;Channel O;2016/03/01;21:17:00.000;00:00:03.000
50671;Romeo;Restivo;Romeo373@mail.com;male;indian_asian;51;Kwazulu Natal;@Romeo37;Cartoon Network;2016/03/27;22:31:00.000;00:00:00.000
2369809;Kip;Creager;Kip142@gmail.com;male;other;28;Kwazulu Natal;@Kip14;Trace TV;2016/03/10;15:06:00.000;00:02:09.000
789476;Shane;Styer;Shane24@abcmail.com;male;white;40;Limpopo;@Shane2;CNN;2016/01/15;11:06:00.000;00:00:15.000
789476;Shane;Styer;Shane24@abcmail.com;male;white;40;Limpopo;@Shane2;Supersport Live Events;2016/01/22;17:55:00.000;00:00:00.000
789476;Shane;Styer;Shane24@abcmail.com;male;white;40;Limpopo;@Shane2;SawSee;2016/01/30;19:44:00.000;00:00:35.000
789476;Shane;Styer;Shane24@abcmail.com;male;white;40;Limpopo;@Shane2;Supersport Live Events;2016/02/12;14:57:00.000;00:01:40.000
789477;Dee;Slane;Dee211@yahoo.com;male;black;40;Kwazulu Natal;@Dee21;Boomerang;2016/02/05;10:36:00.000;01:04:43.000
821371;Adela;Vital;Adela364@abcmail.com;female;None;113;Eastern Cape;@Adela36;Channel O;2016/02/27;22:25:00.000;00:13:42.000
821371;Adela;Vital;Adela364@abcmail.com;female;None;113;Eastern Cape;@Adela36;Africa Magic;2016/02/28;11:46:00.000;00:00:09.000
809795;Dee;Borelli;Dee214@abcmail.com;male;coloured;24;Kwazulu Natal;@Dee21;Boomerang;2016/02/20;16:15:00.000;00:01:37.000
809795;Dee;Borelli;Dee214@abcmail.com;male;coloured;24;Kwazulu Natal;@Dee21;ICC Cricket World Cup 2011;2016/02/23;10:43:00.000;00:02:56.000
2369817;Valentine;Tatham;Valentine472@gmail.com;male;indian_asian;32;Limpopo;@Valentine47;Supersport Live Events;2016/01/14;09:49:00.000;00:00:18.000
2369817;Valentine;Tatham;Valentine472@gmail.com;male;indian_asian;32;Limpopo;@Valentine47;Supersport Live Events;2016/01/16;13:32:00.000;00:00:00.000
2369817;Valentine;Tatham;Valentine472@gmail.com;male;indian_asian;32;Limpopo;@Valentine47;Boomerang;2016/02/03;09:41:00.000;00:00:00.000
894690;Hyman;Caves;Hyman82@gmail.com;male;indian_asian;29;Limpopo;@Hyman8;Supersport Live Events;2016/03/24;13:02:00.000;00:08:52.000
809798;Eli;Beville;Eli291@yahoo.com;male;None;29;Kwazulu Natal;@Eli29;ICC Cricket World Cup 2011;2016/02/22;17:04:00.000;00:01:12.000
821379;Tiffani;Pilot;Tiffani461@yahoo.com;female;black;17;Mpumalanga;@Tiffani46;Boomerang;2016/03/06;19:09:00.000;00:00:11.000
893304;Bernardo;Creager;Bernardo321@yahoo.com;male;indian_asian;24;Mpumalanga;@Bernardo32;ICC Cricket World Cup 2011;2016/03/23;10:21:00.000;00:01:08.000
893304;Bernardo;Creager;Bernardo321@yahoo.com;male;indian_asian;24;Mpumalanga;@Bernardo32;SuperSport Blitz;2016/03/23;11:45:00.000;00:00:34.000
893304;Bernardo;Creager;Bernardo321@yahoo.com;male;indian_asian;24;Mpumalanga;@Bernardo32;ICC Cricket World Cup 2011;2016/03/20;13:34:00.000;00:01:12.000
832627;Mellie;Creager;Mellie415@mailxyz.com;female;black;26;Mpumalanga;@Mellie41;E! Entertainment;2016/02/27;19:46:00.000;00:06:04.000
867055;Lloyd;Restivo;Lloyd75@mailxyz.com;male;black;37;Western Cape;@Lloyd7;Africa Magic;2016/03/06;16:56:00.000;00:06:49.000
809799;Jacinto;Hier;Jacinto251@yahoo.com;male;white;22;Western Cape;@Jacinto25;ICC Cricket World Cup 2011;2016/02/24;10:55:00.000;00:01:26.000
809800;Randy;Nicholls;Randy391@yahoo.com;male;coloured;48;Western Cape;@Randy39;CNN;2016/01/29;06:12:00.000;00:00:40.000
809800;Randy;Nicholls;Randy391@yahoo.com;male;coloured;48;Western Cape;@Randy39;Supersport Live Events;2016/01/21;16:25:00.000;00:09:44.000
808396;Hugh;Wigfall;Hugh13@mail.com;male;indian_asian;31;Kwazulu Natal;@Hugh1;Supersport Live Events;2016/03/24;16:19:00.000;00:36:18.000
808396;Hugh;Wigfall;Hugh13@mail.com;male;indian_asian;31;Kwazulu Natal;@Hugh1;ICC Cricket World Cup 2011;2016/02/24;17:29:00.000;00:03:50.000
808396;Hugh;Wigfall;Hugh13@mail.com;male;indian_asian;31;Kwazulu Natal;@Hugh1;ICC Cricket World Cup 2011;2016/02/24;16:40:00.000;00:02:12.000
808396;Hugh;Wigfall;Hugh13@mail.com;male;indian_asian;31;Kwazulu Natal;@Hugh1;ICC Cricket World Cup 2011;2016/03/12;14:28:00.000;00:14:52.000
808396;Hugh;Wigfall;Hugh13@mail.com;male;indian_asian;31;Kwazulu Natal;@Hugh1;ICC Cricket World Cup 2011;2016/03/25;13:34:00.000;00:04:12.000
930935;Hyman;Crotty;Hyman84@abcmail.com;male;None;23;Gauteng;@Hyman8;E! Entertainment;2016/03/25;06:57:00.000;00:00:00.000
930935;Hyman;Crotty;Hyman84@abcmail.com;male;None;23;Gauteng;@Hyman8;SuperSport Blitz;2016/03/29;04:28:00.000;00:00:00.000
930935;Hyman;Crotty;Hyman84@abcmail.com;male;None;23;Gauteng;@Hyman8;ICC Cricket World Cup 2011;2016/03/29;17:45:00.000;00:25:18.000
930935;Hyman;Crotty;Hyman84@abcmail.com;male;None;23;Gauteng;@Hyman8;M-Net;2016/03/27;21:53:00.000;00:01:19.000
940545;Shandra;Mccollum;Shandra84@abcmail.com;female;black;33;Gauteng;@Shandra8;MK;2016/03/14;16:39:00.000;00:00:39.000
940545;Shandra;Mccollum;Shandra84@abcmail.com;female;black;33;Gauteng;@Shandra8;Africa Magic;2016/03/24;12:32:00.000;00:00:37.000
940545;Shandra;Mccollum;Shandra84@abcmail.com;female;black;33;Gauteng;@Shandra8;Channel O;2016/03/31;21:19:00.000;00:00:54.000
940545;Shandra;Mccollum;Shandra84@abcmail.com;female;black;33;Gauteng;@Shandra8;SawSee;2016/03/28;12:13:00.000;00:09:36.000
867058;Randy;Hoadley;Randy394@abcmail.com;male;black;18;Limpopo;@Randy39;Boomerang;2016/01/09;22:51:00.000;00:00:35.000
867058;Randy;Hoadley;Randy394@abcmail.com;male;black;18;Limpopo;@Randy39;Africa Magic;2016/01/09;23:13:00.000;00:00:00.000
867058;Randy;Hoadley;Randy394@abcmail.com;male;black;18;Limpopo;@Randy39;E! Entertainment;2016/01/09;23:53:00.000;00:00:00.000
809801;Dee;Condie;Dee211@yahoo.com;male;black;35;Western Cape;@Dee21;Channel O;2016/02/20;23:18:00.000;00:00:42.000
772606;Yong;Caves;Yong485@mailxyz.com;male;black;29;Kwazulu Natal;@Yong48;Channel O;2016/02/05;20:27:00.000;00:16:36.000
772606;Yong;Caves;Yong485@mailxyz.com;male;black;29;Kwazulu Natal;@Yong48;Trace TV;2016/02/02;15:19:00.000;00:01:12.000
772606;Yong;Caves;Yong485@mailxyz.com;male;black;29;Kwazulu Natal;@Yong48;Supersport Live Events;2016/02/16;19:15:00.000;00:00:34.000
772606;Yong;Caves;Yong485@mailxyz.com;male;black;29;Kwazulu Natal;@Yong48;Trace TV;2016/01/26;12:17:00.000;00:00:18.000
772606;Yong;Caves;Yong485@mailxyz.com;male;black;29;Kwazulu Natal;@Yong48;Trace TV;2016/01/31;13:30:00.000;00:03:21.000
772606;Yong;Caves;Yong485@mailxyz.com;male;black;29;Kwazulu Natal;@Yong48;Trace TV;2016/01/24;12:20:00.000;00:01:54.000
893309;Gretta;Mosser;Gretta482@gmail.com;female;indian_asian;42;Western Cape;@Gretta48;Trace TV;2016/03/04;17:07:00.000;00:01:03.000
893309;Gretta;Mosser;Gretta482@gmail.com;female;indian_asian;42;Western Cape;@Gretta48;Boomerang;2016/03/06;15:43:00.000;00:05:42.000
611535;Efren;Woolard;Efren134@abcmail.com;male;indian_asian;27;Gauteng;@Efren13;Supersport Live Events;2016/01/09;07:36:00.000;00:51:04.000
611535;Efren;Woolard;Efren134@abcmail.com;male;indian_asian;27;Gauteng;@Efren13;SuperSport Blitz;2016/01/13;20:36:00.000;00:00:00.000
786821;Haywood;Mcclaine;Haywood95@mailxyz.com;male;black;37;Mpumalanga;@Haywood9;Trace TV;2016/01/16;23:21:00.000;00:06:06.000
2259822;Carter;Creager;Carter32@gmail.com;male;black;21;Free State;@Carter3;Cartoon Network;2016/03/21;20:19:00.000;00:08:46.000
819774;Loyd;Woolard;Loyd493@mail.com;male;indian_asian;25;Gauteng;@Loyd49;ICC Cricket World Cup 2011;2016/02/26;16:41:00.000;00:46:06.000
819774;Loyd;Woolard;Loyd493@mail.com;male;indian_asian;25;Gauteng;@Loyd49;SuperSport Blitz;2016/03/02;10:15:00.000;00:01:48.000
819774;Loyd;Woolard;Loyd493@mail.com;male;indian_asian;25;Gauteng;@Loyd49;ICC Cricket World Cup 2011;2016/03/30;11:06:00.000;00:03:40.000
819774;Loyd;Woolard;Loyd493@mail.com;male;indian_asian;25;Gauteng;@Loyd49;ICC Cricket World Cup 2011;2016/03/01;11:53:00.000;00:03:46.000
821393;Brendan;Singer;Brendan454@abcmail.com;male;black;35;Kwazulu Natal;@Brendan45;Channel O;2016/03/27;16:31:00.000;02:09:51.000
804347;Hollis;Mcclaine;Hollis384@abcmail.com;male;white;37;Gauteng;@Hollis38;SuperSport Blitz;2016/02/21;10:09:00.000;00:01:58.000
1107713;Chas;Pilot;Chas352@gmail.com;male;black;44;Gauteng;@Chas35;Trace TV;2016/03/04;17:45:00.000;00:01:30.000
1107713;Chas;Pilot;Chas352@gmail.com;male;black;44;Gauteng;@Chas35;Supersport Live Events;2016/03/06;21:53:00.000;00:00:26.000
1107713;Chas;Pilot;Chas352@gmail.com;male;black;44;Gauteng;@Chas35;Channel O;2016/03/07;22:19:00.000;00:47:30.000
840760;Earl;Bilyeu;Earl423@mail.com;male;black;29;Gauteng;@Earl42;Channel O;2016/03/18;17:00:00.000;00:00:00.000
